time_1,time_2,gols_1,gols_2,data,ano,país_sede,comparecimento,resultado,rodada,gols_1_detalhes,gols_2_detalhes,gols_1_contra,gols_2_contra,gols_1_penalti,gols_2_penalti,cartao_vermelho_1,cartao_vermelho_2,cartao_amarelo_1,cartao_amarelo_2,copa
Portugal,Morocco,1,0,2018-06-20,2018,Russia,78011,1–0,Group stage,Cristiano Ronaldo · 4,,,,,,,,['90+2&rsquor;|1:0|Adrien Silva'],['40&rsquor;|1:0|Medhi Benatia'],Masculina
Uruguay,Saudi Arabia,1,0,2018-06-20,2018,Russia,42678,1–0,Group stage,Luis Suárez · 23,,,,,,,,,,Masculina
IR Iran,Spain,0,1,2018-06-20,2018,Russia,42718,0–1,Group stage,,Diego Costa · 54,,,,,,,"['79&rsquor;|0:1|Vahid Amiri', '90+2&rsquor;|0:1|Omid Ebrahimi']",,Masculina
Colombia,Japan,1,2,2018-06-19,2018,Russia,40842,1–2,Group stage,Juan Quintero · 39,Yuya Osako · 73,,,,Shinji Kagawa (P) · 6,Carlos Sánchez · 3,,"['64&rsquor;|1:1|Wílmar Barrios', '86&rsquor;|1:2|James Rodríguez']",['90+3&rsquor;|1:2|Eiji Kawashima'],Masculina
Poland,Senegal,1,2,2018-06-19,2018,Russia,44190,1–2,Group stage,Grzegorz Krychowiak · 86,M'Baye Niang · 61,,Thiago Cionek (OG) · 38,,,,,['12&rsquor;|0:0|Grzegorz Krychowiak'],"['49&rsquor;|0:1|Salif Sané', '72&rsquor;|0:2|Idrissa Gana Gueye']",Masculina
Russia,Egypt,3,1,2018-06-19,2018,Russia,64468,3–1,Group stage,Denis Cheryshev · 59|Artem Dzyuba · 62,,Ahmed Fathy (OG) · 47,,,Mohamed Salah (P) · 73,,,['84&rsquor;|3:1|Fyodor Smolov'],['57&rsquor;|1:0|Trézéguet'],Masculina
Sweden,Korea Republic,1,0,2018-06-18,2018,Russia,42300,1–0,Group stage,,,,,Andreas Granqvist (P) · 65,,,,['61&rsquor;|0:0|Viktor Claesson'],"['12&rsquor;|0:0|Kim Shin-wook', '55&rsquor;|0:0|Hwang Hee-chan']",Masculina
Belgium,Panama,3,0,2018-06-18,2018,Russia,43257,3–0,Group stage,Dries Mertens · 48|Romelu Lukaku · 69|Romelu Lukaku · 75,,,,,,,,"['14&rsquor;|0:0|Thomas Meunier', '59&rsquor;|1:0|Jan Vertonghen', '88&rsquor;|3:0|Kevin De Bruyne']","['18&rsquor;|0:0|Erick Davis', '45+2&rsquor;|0:0|Édgar Yoel Bárcenas', '49&rsquor;|1:0|Armando Cooper', '51&rsquor;|1:0|Michael Amir Murillo', '57&rsquor;|1:0|Aníbal Godoy']",Masculina
Tunisia,England,1,2,2018-06-18,2018,Russia,41064,1–2,Group stage,,Harry Kane · 11|Harry Kane · 90+1,,,Ferjani Sassi (P) · 35,,,,,['34&rsquor;|0:1|Kyle Walker'],Masculina
Costa Rica,Serbia,0,1,2018-06-17,2018,Russia,41432,0–1,Group stage,,Aleksandar Kolarov · 56,,,,,,,"['22&rsquor;|0:0|Francisco Calvo', '56&rsquor;|0:0|David Guzmán']","['59&rsquor;|0:1|Branislav Ivanović', '90+8&rsquor;|0:1|Aleksandar Prijović']",Masculina
Germany,Mexico,0,1,2018-06-17,2018,Russia,78011,0–1,Group stage,,Hirving Lozano · 35,,,,,,,"['83&rsquor;|0:1|Thomas Müller', '84&rsquor;|0:1|Mats Hummels']","['40&rsquor;|0:1|Héctor Moreno', '90&rsquor;|0:1|Héctor Herrera']",Masculina
Brazil,Switzerland,1,1,2018-06-17,2018,Russia,43109,1–1,Group stage,Philippe Coutinho · 20,Steven Zuber · 50,,,,,,,['47&rsquor;|1:0|Casemiro'],"['31&rsquor;|1:0|Stephan Lichtsteiner', '65&rsquor;|1:1|Fabian Schär', '68&rsquor;|1:1|Valon Behrami']",Masculina
France,Australia,2,1,2018-06-16,2018,Russia,41279,2–1,Group stage,,,Aziz Behich (OG) · 80,,Antoine Griezmann (P) · 58,Mile Jedinak (P) · 62,,,['76&rsquor;|1:1|Corentin Tolisso'],"['13&rsquor;|0:0|Mathew Leckie', '57&rsquor;|0:0|Josh Risdon', '87&rsquor;|2:1|Aziz Behich']",Masculina
Argentina,Iceland,1,1,2018-06-16,2018,Russia,44190,1–1,Group stage,Sergio Agüero · 19,Alfreð Finnbogason · 23,,,,,,,,,Masculina
Peru,Denmark,0,1,2018-06-16,2018,Russia,40502,0–1,Group stage,,Yussuf Poulsen · 59,,,,,,,['38&rsquor;|0:0|Renato Tapia'],"['86&rsquor;|0:1|Thomas Delaney', '90+3&rsquor;|0:1|Yussuf Poulsen']",Masculina
Croatia,Nigeria,2,0,2018-06-16,2018,Russia,31136,2–0,Group stage,,,Oghenekaro Etebo (OG) · 32,,Luka Modrić (P) · 71,,,,"['30&rsquor;|0:0|Ivan Rakitić', '89&rsquor;|2:0|Marcelo Brozović']",['70&rsquor;|1:0|William Troost-Ekong'],Masculina
Egypt,Uruguay,0,1,2018-06-15,2018,Russia,27015,0–1,Group stage,,José María Giménez · 89,,,,,,,"['90+3&rsquor;|0:1|Sam Morsy', '90+6&rsquor;|0:1|Ahmed Hegazi']",,Masculina
Morocco,IR Iran,0,1,2018-06-15,2018,Russia,62548,0–1,Group stage,,,,Aziz Bouhaddouz (OG) · 90+5,,,,,['34&rsquor;|0:0|Karim El Ahmadi'],"['10&rsquor;|0:0|Masoud Shojaei', '47&rsquor;|0:0|Alireza Jahanbakhsh', '90+2&rsquor;|0:0|Karim Ansarifard']",Masculina
Portugal,Spain,3,3,2018-06-15,2018,Russia,43866,3–3,Group stage,Cristiano Ronaldo · 44|Cristiano Ronaldo · 88,Diego Costa · 24|Diego Costa · 55|Nacho · 58,,,Cristiano Ronaldo (P) · 4,,,,['28&rsquor;|1:1|Bruno Fernandes'],['17&rsquor;|1:0|Sergio Busquets'],Masculina
Russia,Saudi Arabia,5,0,2018-06-14,2018,Russia,78011,5–0,Group stage,Yuri Gazinskiy · 12|Denis Cheryshev · 43|Artem Dzyuba · 71|Denis Cheryshev · 90+1|Aleksandr Golovin · 90+5,,,,,,,,['88&rsquor;|3:0|Aleksandr Golovin'],['90+3&rsquor;|4:0|Taisir Al-Jassim'],Masculina
Germany,Argentina,1,0,2014-07-13,2014,Brazil,74738,1–0,Final,Mario Götze · 113,,,,,,,,"['29&rsquor;|0:0|Bastian Schweinsteiger', '34&rsquor;|0:0|Benedikt Höwedes']","['64&rsquor;|0:0|Javier Mascherano', '65&rsquor;|0:0|Sergio Agüero']",Masculina
Brazil,Netherlands,0,3,2014-07-12,2014,Brazil,68034,0–3,Third-place match,,Daley Blind · 17|Georginio Wijnaldum · 90+1,,,,Robin van Persie (P) · 3,,,"['2&rsquor;|0:0|Thiago Silva', '54&rsquor;|0:2|Fernandinho', '68&rsquor;|0:2|Oscar']","['9&rsquor;|0:1|Arjen Robben', '36&rsquor;|0:2|Jonathan de Guzmán']",Masculina
Netherlands,Argentina,0,0,2014-07-09,2014,Brazil,63267,(2) 0–0 (4),Semi-finals,,,,,,,,,"['45&rsquor;|0:0|Bruno Martins Indi', '105&rsquor;|0:0|Klaas-Jan Huntelaar']",['49&rsquor;|0:0|Martín Demichelis'],Masculina
Brazil,Germany,1,7,2014-07-08,2014,Brazil,58141,1–7,Semi-finals,Oscar · 90,Thomas Müller · 11|Miroslav Klose · 23|Toni Kroos · 24|Toni Kroos · 26|Sami Khedira · 29|André Schürrle · 69|André Schürrle · 79,,,,,,,['68&rsquor;|0:5|Dante'],,Masculina
Argentina,Belgium,1,0,2014-07-05,2014,Brazil,68551,1–0,Quarter-finals,Gonzalo Higuaín · 8,,,,,,,,['75&rsquor;|1:0|Lucas Biglia'],"['53&rsquor;|1:0|Eden Hazard', '69&rsquor;|1:0|Toby Alderweireld']",Masculina
Netherlands,Costa Rica,0,0,2014-07-05,2014,Brazil,51179,(4) 0–0 (3),Quarter-finals,,,,,,,,,"['64&rsquor;|0:0|Bruno Martins Indi', '111&rsquor;|0:0|Klaas-Jan Huntelaar']","['37&rsquor;|0:0|Júnior Díaz', '52&rsquor;|0:0|Michael Umaña', '81&rsquor;|0:0|Giancarlo González', '107&rsquor;|0:0|Johnny Acosta']",Masculina
France,Germany,0,1,2014-07-04,2014,Brazil,74240,0–1,Quarter-finals,,Mats Hummels · 13,,,,,,,,"['54&rsquor;|0:1|Sami Khedira', '80&rsquor;|0:1|Bastian Schweinsteiger']",Masculina
Brazil,Colombia,2,1,2014-07-04,2014,Brazil,60342,2–1,Quarter-finals,Thiago Silva · 7|David Luiz · 69,,,,,James Rodríguez (P) · 80,,,"['64&rsquor;|1:0|Thiago Silva', '78&rsquor;|2:0|Júlio César']","['67&rsquor;|1:0|James Rodríguez', '70&rsquor;|2:0|Mario Yepes']",Masculina
Argentina,Switzerland,1,0,2014-07-01,2014,Brazil,63255,1–0,Round of 16,Ángel Di María · 118,,,,,,,,"['90&rsquor;|0:0|Marcos Rojo', '120&rsquor;|1:0|Ángel Di María', '120+4&rsquor;|1:0|Ezequiel Garay']","['36&rsquor;|0:0|Granit Xhaka', '73&rsquor;|0:0|Gelson Fernandes']",Masculina
Belgium,United States,2,1,2014-07-01,2014,Brazil,51227,2–1,Round of 16,Kevin De Bruyne · 93|Romelu Lukaku · 105,Julian Green · 107,,,,,,,['42&rsquor;|0:0|Vincent Kompany'],['18&rsquor;|0:0|Geoff Cameron'],Masculina
France,Nigeria,2,0,2014-06-30,2014,Brazil,67882,2–0,Round of 16,Paul Pogba · 79,,Joseph Yobo (OG) · 90+2,,,,,,['54&rsquor;|0:0|Blaise Matuidi'],,Masculina
Germany,Algeria,2,1,2014-06-30,2014,Brazil,43063,2–1,Round of 16,André Schürrle · 92|Mesut Özil · 119,Abdelmoumene Djabou · 120+1,,,,,,,['107&rsquor;|1:0|Philipp Lahm'],['42&rsquor;|0:0|Rafik Halliche'],Masculina
Netherlands,Mexico,2,1,2014-06-29,2014,Brazil,58817,2–1,Round of 16,Wesley Sneijder · 88,Giovani dos Santos · 48,,,Klaas-Jan Huntelaar (P) · 90+4,,,,,"['69&rsquor;|0:1|Paul Aguilar', '90+2&rsquor;|1:1|Rafael Márquez', '90+3&rsquor;|1:1|Andrés Guardado']",Masculina
Costa Rica,Greece,1,1,2014-06-29,2014,Brazil,41242,(5) 1–1 (3),Round of 16,Bryan Ruiz · 52,Sokratis Papastathopoulos · 90+1,,,,,,,"['42&rsquor;|0:0|Óscar Duarte', '48&rsquor;|0:0|Yeltsin Tejeda', '57&rsquor;|1:0|Óscar Granados', '70&rsquor;|1:0|Bryan Ruiz', '90&rsquor;|1:0|Keylor Navas']","['36&rsquor;|0:0|Andreas Samaris', '72&rsquor;|1:0|Kostas Manolas']",Masculina
Brazil,Chile,1,1,2014-06-28,2014,Brazil,57714,(3) 1–1 (2),Round of 16,David Luiz · 18,Alexis Sánchez · 32,,,,,,,"['55&rsquor;|1:1|Hulk', '60&rsquor;|1:1|Luiz Gustavo', '94&rsquor;|1:1|Jô', '105+1&rsquor;|1:1|Dani Alves']","['17&rsquor;|0:0|Eugenio Mena', '40&rsquor;|1:1|Francisco Silva', '102&rsquor;|1:1|Mauricio Pinilla']",Masculina
Colombia,Uruguay,2,0,2014-06-28,2014,Brazil,73804,2–0,Round of 16,James Rodríguez · 29|James Rodríguez · 50,,,,,,,,['78&rsquor;|2:0|Pablo Armero'],"['55&rsquor;|2:0|José María Giménez', '77&rsquor;|2:0|Diego Lugano', '90+2&rsquor;|2:0|Diego Godín']",Masculina
United States,Germany,0,1,2014-06-26,2014,Brazil,41876,0–1,Group stage,,Thomas Müller · 55,,,,,,,"['37&rsquor;|0:0|Omar Gonzalez', '62&rsquor;|0:1|Kyle Beckerman']",['11&rsquor;|0:0|Benedikt Höwedes'],Masculina
Portugal,Ghana,2,1,2014-06-26,2014,Brazil,67540,2–1,Group stage,Cristiano Ronaldo · 80,Asamoah Gyan · 57,John Boye (OG) · 31,,,,,,['90+4&rsquor;|2:1|João Moutinho'],"['39&rsquor;|1:0|Harrison Afful', '55&rsquor;|1:0|Abdul Majeed Waris', '78&rsquor;|1:1|Jordan Ayew']",Masculina
Korea Republic,Belgium,0,1,2014-06-26,2014,Brazil,61397,0–1,Group stage,,Jan Vertonghen · 77,,,,,,Steven Defour · 44,['35&rsquor;|0:0|Hong Jeong-ho'],['50&rsquor;|0:0|Mousa Dembélé'],Masculina
Algeria,Russia,1,1,2014-06-26,2014,Brazil,39311,1–1,Group stage,Islam Slimani · 60,Aleksandr Kokorin · 6,,,,,,,"['39&rsquor;|0:1|Djamel Mesbah', '87&rsquor;|1:1|Nabil Ghilas', '90+2&rsquor;|1:1|Liassine Cadamuro']","['57&rsquor;|0:1|Dmitri Kombarov', '59&rsquor;|0:1|Aleksei Anatolyevich Kozlov']",Masculina
Bosnia and Herzegovina,IR Iran,3,1,2014-06-25,2014,Brazil,48011,3–1,Group stage,Edin Džeko · 23|Miralem Pjanić · 59|Avdija Vršajević · 83,Reza Ghoochannejad · 82,,,,,,,['77&rsquor;|2:0|Muhamed Bešić'],['88&rsquor;|3:1|Karim Ansarifard'],Masculina
Nigeria,Argentina,2,3,2014-06-25,2014,Brazil,43285,2–3,Group stage,Ahmed Musa · 4|Ahmed Musa · 47,Lionel Messi · 3|Lionel Messi · 45+1|Marcos Rojo · 50,,,,,,,"['49&rsquor;|2:2|Kenneth Omeruo', '51&rsquor;|2:3|Juwon Oshaniwa']",,Masculina
Honduras,Switzerland,0,3,2014-06-25,2014,Brazil,40322,0–3,Group stage,,Xherdan Shaqiri · 6|Xherdan Shaqiri · 31|Xherdan Shaqiri · 71,,,,,,,['66&rsquor;|0:2|Jerry Palacios'],,Masculina
Ecuador,France,0,0,2014-06-25,2014,Brazil,73749,0–0,Group stage,,,,,,,Antonio Valencia · 50,,['83&rsquor;|0:0|Frickson Erazo'],,Masculina
Costa Rica,England,0,0,2014-06-24,2014,Brazil,57823,0–0,Group stage,,,,,,,,,['60&rsquor;|0:0|Giancarlo González'],"['53&rsquor;|0:0|Ross Barkley', '57&rsquor;|0:0|Adam Lallana']",Masculina
Italy,Uruguay,0,1,2014-06-24,2014,Brazil,39706,0–1,Group stage,,Diego Godín · 81,,,,,Claudio Marchisio · 59,,"['22&rsquor;|0:0|Mario Balotelli', '77&rsquor;|0:0|Mattia De Sciglio']","['46&rsquor;|0:0|Egidio Arévalo', '90+1&rsquor;|0:1|Fernando Muslera']",Masculina
Japan,Colombia,1,4,2014-06-24,2014,Brazil,40340,1–4,Group stage,Shinji Okazaki · 45+1,Jackson Martínez · 55|Jackson Martínez · 82|James Rodríguez · 90,,,,Juan Cuadrado (P) · 17,,,['16&rsquor;|0:0|Yasuyuki Konno'],['63&rsquor;|1:2|Fredy Guarín'],Masculina
Greece,Côte d'Ivoire,2,1,2014-06-24,2014,Brazil,59095,2–1,Group stage,Andreas Samaris · 42,Wilfried Bony · 74,,,Georgios Samaras (P) · 90+3,,,,,"['37&rsquor;|0:0|Didier Drogba', '62&rsquor;|1:0|Salomon Kalou', '70&rsquor;|1:0|Serey Die']",Masculina
Australia,Spain,0,3,2014-06-23,2014,Brazil,39375,0–3,Group stage,,David Villa · 36|Fernando Torres · 69|Juan Mata · 82,,,,,,,"['88&rsquor;|0:3|Matthew Spiranovic', '90+2&rsquor;|0:3|Mile Jedinak']",['62&rsquor;|0:1|Sergio Ramos'],Masculina
Netherlands,Chile,2,0,2014-06-23,2014,Brazil,62996,2–0,Group stage,Leroy Fer · 77|Memphis · 90+2,,,,,,,,['64&rsquor;|0:0|Daley Blind'],['25&rsquor;|0:0|Francisco Silva'],Masculina
Croatia,Mexico,1,3,2014-06-23,2014,Brazil,41212,1–3,Group stage,Ivan Perišić · 87,Rafael Márquez · 72|Andrés Guardado · 75|Javier Hernández · 82,,,,,Ante Rebić · 89,,['9&rsquor;|0:0|Ivan Rakitić'],"['39&rsquor;|0:0|Rafael Márquez', '66&rsquor;|0:0|José Juan Vázquez']",Masculina
Cameroon,Brazil,1,4,2014-06-23,2014,Brazil,69112,1–4,Group stage,Joël Matip · 26,Neymar · 17|Neymar · 35|Fred · 49|Fernandinho · 84,,,,,,,"['11&rsquor;|0:0|Eyong Enoh', '75&rsquor;|1:3|Edgar Salli', '80&rsquor;|1:3|Stéphane Mbia']",,Masculina
Belgium,Russia,1,0,2014-06-22,2014,Brazil,73819,1–0,Group stage,Divock Origi · 88,,,,,,,,"['54&rsquor;|0:0|Axel Witsel', '73&rsquor;|0:0|Toby Alderweireld']",['38&rsquor;|0:0|Denis Glushakov'],Masculina
Korea Republic,Algeria,2,4,2014-06-22,2014,Brazil,42732,2–4,Group stage,Son Heung-min · 50|Koo Ja-cheol · 72,Islam Slimani · 26|Rafik Halliche · 28|Abdelmoumene Djabou · 38|Yacine Brahimi · 62,,,,,,,"['54&rsquor;|1:3|Lee Yong', '69&rsquor;|1:4|Han Kook-young']",['67&rsquor;|1:4|Madjid Bougherra'],Masculina
United States,Portugal,2,2,2014-06-22,2014,Brazil,40123,2–2,Group stage,Jermaine Jones · 64|Clint Dempsey · 81,Nani · 5|Silvestre Varela · 90+5,,,,,,,['75&rsquor;|1:1|Jermaine Jones'],,Masculina
Argentina,IR Iran,1,0,2014-06-21,2014,Brazil,57698,1–0,Group stage,Lionel Messi · 90+1,,,,,,,,,"['53&rsquor;|0:0|Javad Nekounam', '73&rsquor;|0:0|Masoud Shojaei']",Masculina
Germany,Ghana,2,2,2014-06-21,2014,Brazil,59621,2–2,Group stage,Mario Götze · 51|Miroslav Klose · 71,André Ayew · 54|Asamoah Gyan · 63,,,,,,,,['90+4&rsquor;|2:2|Sulley Muntari'],Masculina
Nigeria,Bosnia and Herzegovina,1,0,2014-06-21,2014,Brazil,40499,1–0,Group stage,Peter Odemwingie · 29,,,,,,,,['81&rsquor;|1:0|John Obi Mikel'],['6&rsquor;|0:0|Haris Medunjanin'],Masculina
Italy,Costa Rica,0,1,2014-06-20,2014,Brazil,40285,0–1,Group stage,,Bryan Ruiz · 44,,,,,,,['69&rsquor;|0:1|Mario Balotelli'],['71&rsquor;|0:1|José Miguel Cubero'],Masculina
Switzerland,France,2,5,2014-06-20,2014,Brazil,51003,2–5,Group stage,Blerim Džemaili · 81|Granit Xhaka · 87,Olivier Giroud · 17|Blaise Matuidi · 18|Mathieu Valbuena · 40|Karim Benzema · 67|Moussa Sissoko · 73,,,,,,,,['88&rsquor;|2:5|Yohan Cabaye'],Masculina
Honduras,Ecuador,1,2,2014-06-20,2014,Brazil,39224,1–2,Group stage,Carlo Costly · 31,Enner Valencia · 34|Enner Valencia · 65,,,,,,,"['7&rsquor;|0:0|Víctor Bernárdez', '45+3&rsquor;|1:1|Jerry Bengtson']","['57&rsquor;|1:1|Antonio Valencia', '72&rsquor;|1:2|Enner Valencia', '80&rsquor;|1:2|Jefferson Montero']",Masculina
Colombia,Côte d'Ivoire,2,1,2014-06-19,2014,Brazil,68748,2–1,Group stage,James Rodríguez · 64|Juan Quintero · 70,Gervinho · 73,,,,,,,,"['55&rsquor;|0:0|Didier Zokora', '90&rsquor;|2:1|Cheick Tioté']",Masculina
Uruguay,England,2,1,2014-06-19,2014,Brazil,62575,2–1,Group stage,Luis Suárez · 39|Luis Suárez · 85,Wayne Rooney · 75,,,,,,,['9&rsquor;|0:0|Diego Godín'],['68&rsquor;|1:0|Steven Gerrard'],Masculina
Japan,Greece,0,0,2014-06-19,2014,Brazil,39485,0–0,Group stage,,,,,,,,,['12&rsquor;|0:0|Makoto Hasebe'],"['27&rsquor;|0:0|Kostas Katsouranis', '55&rsquor;|0:0|Georgios Samaras', '89&rsquor;|0:0|Vasilis Torosidis']",Masculina
Australia,Netherlands,2,3,2014-06-18,2014,Brazil,42877,2–3,Group stage,Tim Cahill · 21,Arjen Robben · 20|Robin van Persie · 58|Memphis · 68,,,Mile Jedinak (P) · 54,,,,['43&rsquor;|1:1|Tim Cahill'],['47&rsquor;|1:1|Robin van Persie'],Masculina
Spain,Chile,0,2,2014-06-18,2014,Brazil,74101,0–2,Group stage,,Eduardo Vargas · 20|Charles Aránguiz · 43,,,,,,,['41&rsquor;|0:1|Xabi Alonso'],"['26&rsquor;|0:1|Arturo Vidal', '61&rsquor;|0:2|Eugenio Mena']",Masculina
Cameroon,Croatia,0,4,2014-06-18,2014,Brazil,39982,0–4,Group stage,,Ivica Olić · 11|Ivan Perišić · 48|Mario Mandžukić · 61|Mario Mandžukić · 73,,,,,Alex Song · 40,,,['80&rsquor;|0:4|Eduardo da Silva'],Masculina
Belgium,Algeria,2,1,2014-06-17,2014,Brazil,56800,2–1,Group stage,Marouane Fellaini · 70|Dries Mertens · 80,,,,,Sofiane Feghouli (P) · 25,,,['24&rsquor;|0:0|Jan Vertonghen'],['34&rsquor;|0:1|Nabil Bentaleb'],Masculina
Brazil,Mexico,0,0,2014-06-17,2014,Brazil,60342,0–0,Group stage,,,,,,,,,"['45&rsquor;|0:0|Ramires', '79&rsquor;|0:0|Thiago Silva']","['59&rsquor;|0:0|Paul Aguilar', '62&rsquor;|0:0|José Juan Vázquez']",Masculina
Russia,Korea Republic,1,1,2014-06-17,2014,Brazil,37603,1–1,Group stage,Aleksandr Kerzhakov · 74,Lee Keun-ho · 68,,,,,,,['49&rsquor;|0:0|Oleg Shatov'],"['13&rsquor;|0:0|Son Heung-min', '30&rsquor;|0:0|Ki Sung-yueng', '90&rsquor;|1:1|Koo Ja-cheol']",Masculina
Germany,Portugal,4,0,2014-06-16,2014,Brazil,51081,4–0,Group stage,Mats Hummels · 32|Thomas Müller · 45+1|Thomas Müller · 78,,,,Thomas Müller (P) · 12,,,Pepe · 37,,['11&rsquor;|0:0|João Pereira'],Masculina
IR Iran,Nigeria,0,0,2014-06-16,2014,Brazil,39081,0–0,Group stage,,,,,,,,,['75&rsquor;|0:0|Andranik Teymourian'],,Masculina
Ghana,United States,1,2,2014-06-16,2014,Brazil,39760,1–2,Group stage,André Ayew · 82,Clint Dempsey · 1|John Brooks · 86,,,,,,,"['30&rsquor;|0:1|Mohammed Rabiu', '90+2&rsquor;|1:2|Sulley Muntari']",,Masculina
Switzerland,Ecuador,2,1,2014-06-15,2014,Brazil,68351,2–1,Group stage,Admir Mehmedi · 48|Haris Seferović · 90+3,Enner Valencia · 22,,,,,,,['84&rsquor;|1:1|Johan Djourou'],['53&rsquor;|1:1|Juan Carlos Paredes'],Masculina
France,Honduras,3,0,2014-06-15,2014,Brazil,43012,3–0,Group stage,Karim Benzema · 72,,Noel Valladares (OG) · 48,,Karim Benzema (P) · 45,,,,"['7&rsquor;|0:0|Patrice Evra', '28&rsquor;|0:0|Paul Pogba', '45+2&rsquor;|1:0|Yohan Cabaye']","['28&rsquor;|0:0|Wilson Palacios', '53&rsquor;|2:0|Boniek García', '83&rsquor;|3:0|Luis Garrido']",Masculina
Argentina,Bosnia and Herzegovina,2,1,2014-06-15,2014,Brazil,74738,2–1,Group stage,Lionel Messi · 65,Vedad Ibišević · 85,Sead Kolašinac (OG) · 3,,,,,,['25&rsquor;|1:0|Marcos Rojo'],['63&rsquor;|1:0|Emir Spahić'],Masculina
Colombia,Greece,3,0,2014-06-14,2014,Brazil,57174,3–0,Group stage,Pablo Armero · 6|Teófilo Gutiérrez · 58|James Rodríguez · 90+3,,,,,,,,['26&rsquor;|1:0|Carlos Sánchez'],"['52&rsquor;|1:0|Sokratis Papastathopoulos', '55&rsquor;|1:0|Dimitris Salpingidis']",Masculina
Uruguay,Costa Rica,1,3,2014-06-14,2014,Brazil,58679,1–3,Group stage,,Joel Campbell · 54|Óscar Duarte · 57|Marco Ureña · 84,,,Edinson Cavani (P) · 24,,Maxi Pereira · 90+4,,"['50&rsquor;|1:0|Diego Lugano', '56&rsquor;|1:1|Walter Gargano', '81&rsquor;|1:2|Martín Cáceres']",,Masculina
England,Italy,1,2,2014-06-14,2014,Brazil,39800,1–2,Group stage,Daniel Sturridge · 37,Claudio Marchisio · 35|Mario Balotelli · 50,,,,,,,['90+2&rsquor;|1:2|Raheem Sterling'],,Masculina
Côte d'Ivoire,Japan,2,1,2014-06-14,2014,Brazil,40267,2–1,Group stage,Wilfried Bony · 64|Gervinho · 66,Keisuke Honda · 16,,,,,,,"['54&rsquor;|0:1|Sol Bamba', '58&rsquor;|0:1|Didier Zokora']","['23&rsquor;|0:1|Maya Yoshida', '64&rsquor;|1:1|Masato Morishige']",Masculina
Mexico,Cameroon,1,0,2014-06-13,2014,Brazil,39216,1–0,Group stage,Oribe Peralta · 61,,,,,,,,['57&rsquor;|0:0|Héctor Moreno'],['77&rsquor;|1:0|Dany Nounkeu'],Masculina
Spain,Netherlands,1,5,2014-06-13,2014,Brazil,48173,1–5,Group stage,,Robin van Persie · 44|Arjen Robben · 53|Stefan de Vrij · 65|Robin van Persie · 72|Arjen Robben · 80,,,Xabi Alonso (P) · 27,,,,['65&rsquor;|1:2|Iker Casillas'],"['25&rsquor;|0:0|Jonathan de Guzmán', '41&rsquor;|1:0|Stefan de Vrij', '66&rsquor;|1:3|Robin van Persie']",Masculina
Chile,Australia,3,1,2014-06-13,2014,Brazil,40275,3–1,Group stage,Alexis Sánchez · 12|Jorge Valdivia · 14|Jean Beausejour · 90+2,Tim Cahill · 35,,,,,,,['86&rsquor;|2:1|Charles Aránguiz'],"['44&rsquor;|2:1|Tim Cahill', '58&rsquor;|2:1|Mile Jedinak', '67&rsquor;|2:1|Mark Milligan']",Masculina
Brazil,Croatia,3,1,2014-06-12,2014,Brazil,62103,3–1,Group stage,Neymar · 29|Oscar · 90+1,,,Marcelo (OG) · 11,Neymar (P) · 71,,,,"['27&rsquor;|0:1|Neymar', '88&rsquor;|2:1|Luiz Gustavo']","['65&rsquor;|1:1|Vedran Ćorluka', '69&rsquor;|1:1|Dejan Lovren']",Masculina
Netherlands,Spain,0,1,2010-07-11,2010,South Africa,84490,0–1,Final,,Andrés Iniesta · 116,,,,,,,"['15&rsquor;|0:0|Robin van Persie', '22&rsquor;|0:0|Mark van Bommel', '28&rsquor;|0:0|Nigel de Jong', '54&rsquor;|0:0|Giovanni van Bronckhorst', '57&rsquor;|0:0|John Heitinga', '84&rsquor;|0:0|Arjen Robben', '111&rsquor;|0:0|Gregory van der Wiel', '117&rsquor;|0:1|Joris Mathijsen']","['17&rsquor;|0:0|Carles Puyol', '23&rsquor;|0:0|Sergio Ramos', '67&rsquor;|0:0|Joan Capdevila', '118&rsquor;|0:1|Andrés Iniesta', '120+1&rsquor;|0:1|Xavi']",Masculina
Uruguay,Germany,2,3,2010-07-10,2010,South Africa,36254,2–3,Third-place match,Edinson Cavani · 28|Diego Forlán · 51,Thomas Müller · 19|Marcell Jansen · 56|Sami Khedira · 82,,,,,,,['61&rsquor;|2:2|Diego Pérez'],"['5&rsquor;|0:0|Dennis Aogo', '90+2&rsquor;|2:3|Arne Friedrich']",Masculina
Germany,Spain,0,1,2010-07-07,2010,South Africa,60960,0–1,Semi-finals,,Carles Puyol · 73,,,,,,,,,Masculina
Uruguay,Netherlands,2,3,2010-07-06,2010,South Africa,62479,2–3,Semi-finals,Diego Forlán · 41|Maxi Pereira · 90+2,Giovanni van Bronckhorst · 18|Wesley Sneijder · 70|Arjen Robben · 73,,,,,,,"['21&rsquor;|0:1|Maxi Pereira', '29&rsquor;|0:1|Martín Cáceres']","['29&rsquor;|0:1|Wesley Sneijder', '78&rsquor;|1:3|Khalid Boulahrouz', '90+5&rsquor;|2:3|Mark van Bommel']",Masculina
